Pais,continente,Ano,Expectativa de vida,Pop Total,PIB,Renda-per-capita
Brunei,Asia,2002,76.315,350898,48906.34894,0.1393748295516076
Brunei,Asia,2007,77.118,386511,48014.58767,0.12422566930824737
Bulgaria,Europe,1950,61.39,7250500,2131.563149,0.000293988435142404
Bulgaria,Europe,1951,60.63,7258200,2567.424534,0.0003537274439943788
Bulgaria,Europe,1952,59.6,7274900,2444.286648,0.00033598903737508417
Bulgaria,Europe,1953,64.14,7346100,2691.935068,0.0003664441088468711
Bulgaria,Europe,1954,64.4,7423300,2613.983108,0.0003521322199021998
Bulgaria,Europe,1955,64.81,7499400,2772.894304,0.00036974882043896843
Bulgaria,Europe,1956,65.21,7575800,2747.377929,0.00036265185577760765
Bulgaria,Europe,1957,66.61,7651254,3008.670727,0.00039322583291575474
Bulgaria,Europe,1958,68.71,7727553,3238.108918,0.0004190341907716453
Bulgaria,Europe,1959,66.57,7797777,3464.569652,0.0004443022225436814
Bulgaria,Europe,1960,69.18,7867374,3759.16551,0.00047781705941525083
Bulgaria,Europe,1961,70.22,7943118,3966.093248,0.0004993118883541703
Bulgaria,Europe,1962,69.51,8012946,4254.337839,0.0005309330474709301
Bulgaria,Europe,1963,70.34,8078145,4412.810322,0.0005462653024920944
Bulgaria,Europe,1964,71.14,8144339,4721.863908,0.0005797725153631252
Bulgaria,Europe,1965,71.3,8201400,4970.48803,0.0006060536042626869
Bulgaria,Europe,1966,71.23,8258057,5325.953431,0.0006449402602815651
Bulgaria,Europe,1967,70.42,8310226,5577.0028,0.0006711012191485526
Bulgaria,Europe,1968,71.25,8369603,5639.346751,0.0006737890376640325
Bulgaria,Europe,1969,70.43,8434172,5868.782679999998,0.000695833886242775
Bulgaria,Europe,1970,71.27,8489574,6162.468503,0.0007258866585060687
Bulgaria,Europe,1971,70.87,8536395,6328.504247,0.0007413556011641916
Bulgaria,Europe,1972,70.9,8576200,6597.494398,0.0007692794475408689
Bulgaria,Europe,1973,71.34,8620997,6822.385268999999,0.000791368477335046
Bulgaria,Europe,1974,71.2,8678745,6989.571515000001,0.0008053666186758571
Bulgaria,Europe,1975,71.05,8720742,7527.863173000002,0.0008632136087731986
Bulgaria,Europe,1976,71.38,8755037,7722.871137,0.0008821060535780717
Bulgaria,Europe,1977,70.81,8797022,7612.240438,0.0008653201547068997
Bulgaria,Europe,1978,71.17,8803281,7771.118048,0.0008827524701301708
Bulgaria,Europe,1979,71.27,8811589,8062.600739,0.0009149996372958385
Bulgaria,Europe,1980,71.1,8843528,7802.845798,0.0008823227334158947
Bulgaria,Europe,1981,71.49,8869441,7987.015204,0.0009005094237618808
Bulgaria,Europe,1982,71.08,8892098,8224.191647,0.0009248876527226757
Bulgaria,Europe,1983,71.25,8910284,8052.372566,0.0009037167127332866
Bulgaria,Europe,1984,71.35,8928271,8301.979654,0.0009298530089420449
Bulgaria,Europe,1985,71.07,8943573,8037.950013,0.0008987403594737808
Bulgaria,Europe,1986,71.55,8958770,8236.461605,0.0009193741557155726
Bulgaria,Europe,1987,71.34,8971958,8239.854824,0.0009184009581854931
Bulgaria,Europe,1988,71.4,8982025,8179.010541,0.0009105976147917647
Bulgaria,Europe,1989,71.46,8990055,8025.266041,0.000892682641096189
Bulgaria,Europe,1990,71.31,8894028,7225.877958,0.0008124415571887113
Bulgaria,Europe,1991,71.18,8772368,6710.698795,0.0007649814502765958
Bulgaria,Europe,1992,71.19,8658506,6302.623438000001,0.0007279111936863013
Bulgaria,Europe,1993,71.18,8441872,6367.39497,0.0007542633873150411
Bulgaria,Europe,1994,70.85,8353335,6550.710885,0.0007842030620105623
Bulgaria,Europe,1995,70.95,8255811,6820.307623999999,0.0008261220640831045
Bulgaria,Europe,1996,70.85,8161026,6250.966075,0.0007659534567099774
Bulgaria,Europe,1997,70.32,8066057,5970.38876,0.0007401867802322745
Bulgaria,Europe,1998,70.91,7971774,6282.641215,0.0007881108038185729
Bulgaria,Europe,1999,71.57,7893227,6491.099672,0.0008223632326803727
Bulgaria,Europe,2000,71.59,7818495,6907.013722,0.0008834198553557941
Bulgaria,Europe,2001,71.9,7738416,7264.607226,0.0009387718657151541
Bulgaria,Europe,2002,72.14,7661799,7696.777725,0.0010045653409858442
Bulgaria,Europe,2003,72.35,7588399,8105.388755,0.0010681289630395027
Bulgaria,Europe,2004,72.54,7517973,8721.228028,0.001160050458813832
Bulgaria,Europe,2005,72.52,7450349,9353.0,0.001255377432654497
Bulgaria,Europe,2007,73.005,7322858,10680.79282,0.00145855522802709
Burkina Faso,Africa,1952,31.975,4469979,543.2552413,0.00012153418199503844
Burkina Faso,Africa,1957,34.906,4713416,617.1834647999998,0.00013094186144401424
Burkina Faso,Africa,1962,37.814,4919632,722.5120206,0.00014686302158372822
Burkina Faso,Africa,1967,40.697,5127935,794.8265597,0.00015499934373193106
Burkina Faso,Africa,1972,43.591,5433886,854.7359763000002,0.00015729736993010162
Burkina Faso,Africa,1977,46.137,5889574,743.3870368,0.00012622085006487737
Burkina Faso,Africa,1982,48.122,6634596,807.1985855,0.00012166506980982716
Burkina Faso,Africa,1987,49.557,7586551,912.0631417,0.00012022105192464929
Burkina Faso,Africa,1992,50.26,8878303,931.7527731,0.00010494716987018804
Burkina Faso,Africa,1997,50.324,10352843,946.2949618,9.140435741177568e-05
Burkina Faso,Africa,2002,50.65,12251209,1037.645221,8.46973732143497e-05
Burkina Faso,Africa,2007,52.295,14326203,1217.032994,8.495153907842852e-05
Burundi,Africa,1952,39.031,2445618,339.2964587,0.0001387364906130066
Burundi,Africa,1957,40.533,2667518,379.5646281000001,0.00014229130903708996
Burundi,Africa,1962,42.045,2961915,355.2032273,0.00011992350465830383
Burundi,Africa,1967,43.548,3330989,412.97751360000007,0.00012398044953015457
Burundi,Africa,1972,44.057,3529983,464.0995039,0.00013147358043933923
Burundi,Africa,1977,45.91,3834415,556.1032651,0.0001450294934429372
Burundi,Africa,1982,47.471,4580410,559.6032309999998,0.0001221731746721363
Burundi,Africa,1987,48.21100000000001,5126023,621.8188188999999,0.00012130628733035335
Burundi,Africa,1992,44.736,5809236,631.6998778,0.00010874061198408878
Burundi,Africa,1997,45.326,6121610,463.1151478,7.565250772264159e-05
Burundi,Africa,2002,47.36,7021078,446.4035126,6.358048046183221e-05
Burundi,Africa,2007,49.58,8390505,430.0706916,5.1256830381484783e-05
Cambodia,Asia,1952,39.417,4693836,368.4692856,7.850067313813265e-05
Cambodia,Asia,1957,41.36600000000001,5322536,434.0383364,8.154728054446226e-05
Cambodia,Asia,1962,43.415,6083619,496.9136476,8.168059959047402e-05
Cambodia,Asia,1967,45.415,6960067,523.4323142,7.520506831327916e-05
Cambodia,Asia,1972,40.317,7450606,421.6240257,5.658922585625921e-05
Cambodia,Asia,1977,31.22,6978607,524.9721831999999,7.522592735197724e-05
Cambodia,Asia,1982,50.957,7272485,624.4754784,8.586823876570389e-05
Cambodia,Asia,1987,53.914,8371791,683.8955732000002,8.169047378273062e-05
Cambodia,Asia,1992,55.803,10150094,682.3031755,6.722136519129773e-05
Cambodia,Asia,1997,56.534,11782962,734.28517,6.231753696566279e-05
Cambodia,Asia,2002,56.752,12926707,896.2260152999999,6.933134751951908e-05
Cambodia,Asia,2007,59.723,14131858,1713.778686,0.00012127058494360756
Cameroon,Africa,1952,38.523,5009067,1172.667655,0.00023410899774349195
Cameroon,Africa,1957,40.428,5359923,1313.048099,0.00024497517949418306
Cameroon,Africa,1962,42.643,5793633,1399.607441,0.00024157682079620855
Cameroon,Africa,1967,44.799,6335506,1508.453148,0.00023809513367993023
Cameroon,Africa,1972,47.049,7021028,1684.1465280000002,0.00023987178629682153
Cameroon,Africa,1977,49.355,7959865,1783.432873,0.00022405315580100918
Cameroon,Africa,1982,52.96100000000001,9250831,2367.983282,0.00025597519639046485
Cameroon,Africa,1987,54.985,10780667,2602.664206,0.00024141958990107012
Cameroon,Africa,1992,54.31399999999999,12467171,1793.1632780000002,0.00014383080796758144
Cameroon,Africa,1997,52.199,14195809,1694.337469,0.00011935476653708147
Cameroon,Africa,2002,49.856,15929988,1934.011449,0.0001214069620768076
Cameroon,Africa,2007,50.43,17696293,2042.09524,0.00011539678055737437
Canada,,1950,68.28,14011422,10581.26552,0.0007551885540239956
Canada,,1951,68.55,14330675,10932.46678,0.0007628717265585885
Canada,,1952,68.75,14785584,11367.16112,0.0007688002800565741
Canada,,1953,69.13,15183375,11586.61455,0.0007631119266961397
Canada,,1954,69.99,15636245,11173.2595,0.0007145743431367313
Canada,,1955,70.05,16050356,11901.50949,0.0007415106238142007
Canada,,1956,70.04,16445087,12555.54947,0.0007634833108514415
Canada,,1957,69.96,17010154,12489.95006,0.0007342643729151423
Canada,,1958,70.62,17462004,12384.41018,0.0007092204411360805
Canada,,1959,70.66,17872034,12590.80033,0.0007044973353340756
Canada,,1960,71.04,18266765,12701.48312,0.0006953329240289674
Canada,,1961,71.27,18634977,12817.92217,0.0006878421245167085
Canada,,1962,71.3,18985849,13462.48555,0.0007090799863624745
Canada,,1963,71.31,19342841,13882.56266,0.0007177106330967617
Canada,,1964,71.69,19711053,14510.899330000002,0.0007361808285939875
Canada,,1965,71.79,20071104,15198.11009,0.0007572134592098173
Canada,,1966,71.92,20448496,15884.83624,0.0007768217398482509
Canada,,1967,72.13,20819767,16076.58803,0.0007721790560864586
Canada,,1968,72.29,21143100,16658.21328,0.0007878794159796813
Canada,,1969,72.45,21448073,17286.993290000002,0.0008059928409419346
Canada,,1970,72.65,21749986,17487.457130000006,0.0008040215350023676
Canada,,1971,72.98,22026400,18229.64274,0.00082762697217884
Canada,,1972,72.88,22284500,18970.57086,0.0008512899486189953
Canada,,1973,73.11,22559500,20081.30717,0.0008901485923890157
Canada,,1974,73.19,22874700,20613.59162,0.0009011524356603584
Canada,,1975,73.49,23209200,20775.505080000006,0.0008951409389380076
Canada,,1976,73.92,23517500,21626.08551,0.0009195741685978527
Canada,,1977,74.21,23796400,22090.88306,0.00092832878334538
Canada,,1978,74.54,24036300,22754.82739,0.0009466859454242125
Canada,,1979,74.9,24276900,23465.82672,0.0009665907393448093
Canada,,1980,75.14,24593300,23473.89691,0.000954483412555452
Canada,,1981,75.55,24900000,23904.52565,0.0009600211104417671
Canada,,1982,75.76,25201900,22898.79214,0.0009086137211876883
Canada,,1983,76.13,25456300,23329.80455,0.000916464865278929
Canada,,1984,76.43,25701800,24431.84887,0.0009505890198351867
Canada,,1985,76.41,25941600,25514.7852,0.0009835470903876398
Canada,,1986,76.56,26203800,25921.16702,0.000989214046054389
Canada,,1987,76.86,26549700,26626.51503,0.0010028932541610639
Canada,,1988,76.94,26894800,27562.41454,0.0010248231829201185
Canada,,1989,77.2,27379300,27729.89597,0.0010128051473193252
Canada,,1990,77.51,27790600,27387.27394,0.0009854869610587751
Canada,,1991,77.69,28117600,26491.59562,0.0009421712955586536
Canada,,1992,77.95,28523502,26342.88426,0.0009235501398110232
Canada,,1993,77.83,28920644,26590.39937,0.0009194262537860498
Canada,,1994,78.02,29262472,27543.908110000004,0.000941270720737469
Canada,,1995,78.14,29619002,27969.67291,0.0009443151700384774
Canada,,1996,78.4,29983162,28074.83649,0.0009363534269667756
Canada,,1997,78.61,30305843,28954.92589,0.0009554238728815429
Canada,,1998,78.83,30628924,29837.45806,0.0009741595251599436
Canada,,1999,79.06,30957019,31154.856460000006,0.0010063907141705088
Canada,,2000,79.42,31278097,32448.60764,0.0010374226935865056
Canada,,2001,79.65,31592805,32570.56646,0.001030948865097607
Canada,,2002,79.77,31902268,33328.96507,0.0010447208665540645
Canada,,2003,79.95,32207113,33635.25438,0.0010443424215017347
Canada,,2004,80.25,32507874,34346.96551,0.0010565737245690075
Canada,,2005,80.36,32805041,35078.0,0.0010692868818545295
Canada,,2007,80.653,33390141,36319.23501,0.00108772331958706
Cape Verde,Africa,1952,48.48,155037,594.7341659,0.0038360789095506233
Cape Verde,Africa,1957,50.98,179516,583.6337743,0.003251151843289735
Cape Verde,Africa,1962,52.98,209878,695.8088512,0.003315301514213019
Cape Verde,Africa,1967,55.48,246787,765.8281051,0.0031031946784068854
Cape Verde,Africa,1972,57.48,275392,691.5225912999998,0.0025110482196287467
Cape Verde,Africa,1977,59.98,285691,667.7823441,0.0023374287047894407
Cape Verde,Africa,1982,61.76600000000001,304586,1181.352308,0.0038785509117293636
Cape Verde,Africa,1987,64.078,330779,1481.038343,0.00447742554092007
Cape Verde,Africa,1997,68.646,388383,1902.832452,0.004899371115625556
Cape Verde,Africa,2002,70.203,408760,2505.291423,0.006129003383403464
Cape Verde,Africa,2007,71.67699999999998,423613,3205.479398,0.007566999591608378
Central African Republic,Africa,1952,35.463,1291695,1071.310713,0.0008293836493909166
Central African Republic,Africa,1957,37.464,1392284,1190.844328,0.0008553171105895061
Central African Republic,Africa,1962,39.475,1523478,1193.068753,0.0007831217470813494
Central African Republic,Africa,1967,41.478,1733638,1136.056615,0.0006553020959392907
Central African Republic,Africa,1972,43.457,1927260,1070.013275,0.0005551992336270146
Central African Republic,Africa,1977,46.775,2167533,1109.374338,0.0005118142782601234
Central African Republic,Africa,1982,48.295,2476971,956.7529907,0.00038625926209874886
Central African Republic,Africa,1987,50.485,2840009,844.8763504000002,0.0002974907299237433
Central African Republic,Africa,1992,49.396,3265124,747.9055252,0.00022905884284945996
Central African Republic,Africa,1997,46.066,3696513,740.5063317,0.00020032563978538694
Central African Republic,Africa,2002,43.308,4048013,738.6906068,0.00018248227137610475
Central African Republic,Africa,2007,44.74100000000001,4369038,706.016537,0.00016159542146348922
Chad,Africa,1952,38.092,2682462,1178.665927,0.0004393970639658642
Chad,Africa,1957,39.881,2894855,1308.495577,0.00045200729466588136
Chad,Africa,1962,41.716,3150417,1389.817618,0.0004411535418961998
Chad,Africa,1967,43.601000000000006,3495967,1196.810565,0.00034234034960856324
Chad,Africa,1972,45.569,3899068,1104.103987,0.000283171257079897
Chad,Africa,1977,47.383,4388260,1133.98495,0.0002584133460642715
Chad,Africa,1982,49.517,4875118,797.9081006,0.0001636694948922262
Chad,Africa,1987,51.051,5498955,952.386129,0.00017319402122766963
Chad,Africa,1992,51.724,6429417,1058.0643,0.00016456613406783227
Chad,Africa,1997,51.573,7562011,1004.961353,0.00013289604484838756
Chad,Africa,2002,50.525,8835739,1156.18186,0.00013085287602995063
Chad,Africa,2007,50.651,10238807,1704.063724,0.00016643186300904002
Chile,Americas,1952,54.745,6377619,3939.978789,0.0006177820890523563
Chile,Americas,1957,56.074,7048426,4315.622723,0.0006122817665958329
Chile,Americas,1962,57.924,7961258,4519.094331,0.0005676357092057562
Chile,Americas,1967,60.523,8858908,5106.654313,0.0005764428655315079
Chile,Americas,1972,63.441,9717524,5494.024437,0.000565372870393734
Chile,Americas,1977,67.05199999999999,10599793,4756.763836,0.00044876006880511724
Chile,Americas,1982,70.565,11487112,5095.6657380000015,0.00044359850744033846
Chile,Americas,1987,72.492,12463354,5547.063754,0.0004450699028527955
Chile,Americas,1992,74.126,13572994,7596.125964,0.0005596499905621413
Chile,Americas,1997,75.816,14599929,10118.05318,0.0006930207112651028
Chile,Americas,2002,77.86,15497046,10778.78385,0.0006955379657516664
Chile,Americas,2007,78.553,16284741,13171.63885,0.000808833180091719
China,Asia,1953,44.55952,581390000,508.9458694,8.753949490015308e-07
China,Asia,1954,46.4656,595310000,511.0829177,8.585155930523593e-07
China,Asia,1955,48.02216,608655000,526.7439603,8.654228755206151e-07
China,Asia,1956,50.44528,621465000,560.4399495,9.018045255967754e-07
China,Asia,1957,50.54896,637408000,575.9870009,9.036394285920478e-07
China,Asia,1958,50.1584,653235000,622.4985891,9.52947391214494e-07
China,Asia,1959,38.40448,666005000,616.1921861000002,9.25206546647548e-07
China,Asia,1960,31.63176,667070000,591.8170472999999,8.871888217128635e-07
China,Asia,1961,34.10448,660330000,492.00628110000014,7.450915165144702e-07
China,Asia,1962,44.50136,665770000,487.6740183,7.324962348859216e-07
China,Asia,1963,51.89912,682335000,520.6900172,7.631002618948172e-07
China,Asia,1964,53.32072,698355000,566.2947915,8.108981699851794e-07
China,Asia,1965,55.6468,715185000,613.4549871,8.577570657941652e-07
China,Asia,1966,56.8032,735400000,649.6989603999998,8.834633674190913e-07
China,Asia,1967,58.38112,754550000,612.7056934,8.120147020078192e-07
China,Asia,1968,59.4052,774510000,582.400771,7.519602987695446e-07
China,Asia,1969,60.9652,796025000,612.5461008999998,7.695061096071102e-07
China,Asia,1970,62.6508,818315000,665.7836557,8.13603142677331e-07
China,Asia,1971,63.73736,841105000,677.0101471,8.049056266459004e-07
China,Asia,1972,63.11888,862030000,676.9000921,7.85239599665905e-07
China,Asia,1973,62.7808,881940000,707.7530136,8.024956500442208e-07
China,Asia,1974,62.4996,900350000,701.9200607,7.796079976675738e-07
China,Asia,1975,62.69888,916395000,728.9965913,7.955047673765134e-07
China,Asia,1976,62.43736,930685000,710.3795745,7.632867989706507e-07
China,Asia,1977,63.96736,943455000,741.2374699,7.856627713033477e-07
China,Asia,1978,64.24432,956165000,807.6260315000002,8.446513222090332e-07
China,Asia,1979,65.08536,969005000,854.6172386,8.819533837286701e-07
China,Asia,1980,66.12216,981235000,868.5881137,8.851988705050268e-07
China,Asia,1981,66.44976,993861000,904.83126,9.104203304083771e-07
China,Asia,1982,65.525,1000281000,962.4213805,9.62151016064486e-07
China,Asia,1987,67.274,1084035000,1378.904018,1.2720106066686038e-06
China,Asia,1992,68.69,1164970000,1655.784158,1.4213105556366258e-06
China,Asia,1997,70.426,1230075000,2289.234136,1.8610524854175559e-06
China,Asia,2002,72.028,1280400000,3119.280896,2.4361768947204e-06
China,Asia,2007,72.961,1318683096,4959.114854,3.760657029003123e-06
Colombia,Americas,1952,50.643,12350771,2144.115096,0.00017360172057274804
Colombia,Americas,1957,55.118,14485993,2323.805581,0.00016041741708697498
Colombia,Americas,1962,57.863,17009885,2492.351109,0.00014652368954875357
Colombia,Americas,1967,59.963,19764027,2678.729839,0.00013553562940386594
Colombia,Americas,1972,61.62300000000001,22542890,3264.660041,0.00014481994282898068
Colombia,Americas,1977,63.837,25094412,3815.80787,0.00015205807053777552
Colombia,Americas,1982,66.653,27764644,4397.575659,0.0001583876119211181
Colombia,Americas,1987,67.768,30964245,4903.2191,0.00015835099806244267
Colombia,Americas,1992,68.421,34202721,5444.648617,0.00015918758677123962
Colombia,Americas,1997,70.313,37657830,6117.361746000001,0.00016244594407059573
Colombia,Americas,2002,71.682,41008227,5755.259962,0.00014034403296684834
Colombia,Americas,2007,72.889,44227550,7006.580419,0.0001584211745620094
Comoros,Africa,1952,40.715,153936,1102.990936,0.0071652565741606895
Comoros,Africa,1957,42.46,170928,1211.148548,0.007085723509313862
